Week,Timestep,U1,U2,U3,U4,MU,RBM,RSDU,Total extended time,Rescheduling
0,5,0.8333333333333334,0.803030303030303,0.8636363636363636,0.7727272727272727,0.8181818181818181,1.0555555555555556,0.047814609212437284,4,False
0,6,0.8333333333333334,0.803030303030303,0.8636363636363636,0.7727272727272727,0.8181818181818181,1.0555555555555556,0.047814609212437284,4,False
0,21,0.8309859154929577,0.8028169014084507,0.9014084507042254,0.7464788732394366,0.8204225352112676,1.0987124463519313,0.07851457930765232,21,False
0,23,0.8309859154929577,0.8309859154929577,0.9014084507042254,0.7464788732394366,0.8274647887323944,1.0893617021276596,0.07659574468085106,23,False
0,26,0.8082191780821918,0.8082191780821918,0.9041095890410958,0.726027397260274,0.8116438356164384,1.1139240506329113,0.08970587183742317,25,False
0,27,0.8082191780821918,0.8082191780821918,0.9041095890410958,0.726027397260274,0.8116438356164384,1.1139240506329113,0.08970587183742317,25,False
0,29,0.7763157894736842,0.8552631578947368,0.868421052631579,0.8026315789473685,0.8256578947368421,1.051792828685259,0.05265399097370256,39,False
0,32,0.7763157894736842,0.8552631578947368,0.868421052631579,0.8026315789473685,0.8256578947368421,1.051792828685259,0.05265399097370256,39,False
0,34,0.7662337662337663,0.8441558441558441,0.8571428571428571,0.8051948051948052,0.8181818181818182,1.0476190476190474,0.05019488349473612,40,False
0,36,0.7974683544303798,0.8227848101265823,0.9113924050632911,0.7848101265822784,0.8291139240506329,1.099236641221374,0.0688435076766854,50,False
0,37,0.7974683544303798,0.8227848101265823,0.9113924050632911,0.7848101265822784,0.8291139240506329,1.099236641221374,0.0688435076766854,50,False
0,38,0.8271604938271605,0.8024691358024691,0.8888888888888888,0.8148148148148148,0.8333333333333334,1.0666666666666667,0.046061131126364493,58,False
0,9,0.8333333333333334,0.803030303030303,0.8636363636363636,0.7727272727272727,0.8181818181818181,1.0555555555555556,0.047814609212437284,4,False
0,40,0.8313253012048193,0.8313253012048193,0.9156626506024096,0.7951807228915663,0.8433734939759037,1.0857142857142856,0.06060915267313261,68,False
0,41,0.8313253012048193,0.8313253012048193,0.9156626506024096,0.7951807228915663,0.8433734939759037,1.0857142857142856,0.06060915267313261,68,False
0,43,0.8117647058823529,0.8823529411764706,0.9176470588235294,0.8235294117647058,0.8588235294117648,1.0684931506849313,0.05811836557697649,80,False
0,45,0.8117647058823529,0.8823529411764706,0.9176470588235294,0.8235294117647058,0.8588235294117648,1.0684931506849313,0.05811836557697649,80,False
0,47,0.8021978021978022,0.8241758241758241,0.8571428571428571,0.8351648351648352,0.8296703296703297,1.033112582781457,0.02757173509226662,90,False
0,51,0.8021978021978022,0.8241758241758241,0.8571428571428571,0.8351648351648352,0.8296703296703297,1.033112582781457,0.02757173509226662,90,False
0,57,0.8369565217391305,0.8152173913043478,0.8695652173913043,0.8369565217391305,0.8396739130434783,1.035598705501618,0.026686767803350556,97,False
0,62,0.8105263157894737,0.8526315789473684,0.9263157894736842,0.8315789473684211,0.8552631578947368,1.083076923076923,0.05891859124654388,113,False
0,63,0.8105263157894737,0.8526315789473684,0.9263157894736842,0.8315789473684211,0.8552631578947368,1.083076923076923,0.05891859124654388,113,False
0,65,0.8105263157894737,0.8526315789473684,0.9263157894736842,0.8315789473684211,0.8552631578947368,1.083076923076923,0.05891859124654388,113,False
0,10,0.8333333333333334,0.803030303030303,0.8636363636363636,0.7727272727272727,0.8181818181818181,1.0555555555555556,0.047814609212437284,4,False
0,67,0.8105263157894737,0.8526315789473684,0.9263157894736842,0.8315789473684211,0.8552631578947368,1.083076923076923,0.05891859124654388,113,False
0,81,0.8367346938775511,0.826530612244898,0.8979591836734694,0.8469387755102041,0.8520408163265307,1.0538922155688621,0.037235046120115,122,False
0,91,0.87,0.81,0.93,0.83,0.8600000000000001,1.0813953488372092,0.06152910025731607,132,False
0,96,0.87,0.81,0.93,0.83,0.8600000000000001,1.0813953488372092,0.06152910025731607,132,False
0,11,0.8333333333333334,0.803030303030303,0.8636363636363636,0.7727272727272727,0.8181818181818181,1.0555555555555556,0.047814609212437284,4,False
0,12,0.8208955223880597,0.8208955223880597,0.8955223880597015,0.7611940298507462,0.8246268656716418,1.0859728506787332,0.06670692122924883,9,False
0,13,0.8208955223880597,0.8208955223880597,0.8955223880597015,0.7611940298507462,0.8246268656716418,1.0859728506787332,0.06670692122924883,9,False
